raw_class_id,target,class_name,class_family,prompt_id,prompt,prompt_set,variant_label,descriptor_count,clean_descriptor_count,descriptor_quality
511,151,Willet,Willet,1,"a field guide photo of a bird showing willets mottled gray plumage, and thick straight bill.",descriptor_only,,5,2,needs_normalization
512,152,Lesser Yellowlegs,Lesser Yellowlegs,0,"a bird with white spots, yellow legs, white eyering, white back, and white wings.",descriptor_only,,11,5,needs_normalization
512,152,Lesser Yellowlegs,Lesser Yellowlegs,1,"a field guide photo of a bird showing white spots, yellow legs, white eyering, white back, and white wings.",descriptor_only,,11,5,needs_normalization
513,153,Whimbrel,Whimbrel,0,"a bird with brownish upperparts, tan underparts, most narrow dark eyeline body, pale feather edges, and neat dark stippling.",descriptor_only,,9,5,needs_normalization
513,153,Whimbrel,Whimbrel,1,"a field guide photo of a bird showing brownish upperparts, tan underparts, most narrow dark eyeline body, pale feather edges, and neat dark stippling.",descriptor_only,,9,5,needs_normalization
514,154,Long-billed Curlew,Long-billed Curlew,0,"a bird with plain cinnamon belly, pale cinnamon wash throughout, and long thin curved bill.",descriptor_only,,7,3,needs_normalization
514,154,Long-billed Curlew,Long-billed Curlew,1,"a field guide photo of a bird showing plain cinnamon belly, pale cinnamon wash throughout, and long thin curved bill.",descriptor_only,,7,3,needs_normalization
515,155,Marbled Godwit,Marbled Godwit,0,"a bird with black tip, barred upperparts, barred underparts, and upturned bill.",descriptor_only,,7,4,needs_normalization
515,155,Marbled Godwit,Marbled Godwit,1,"a field guide photo of a bird showing black tip, barred upperparts, barred underparts, and upturned bill.",descriptor_only,,7,4,needs_normalization
516,156,Ruddy Turnstone,Ruddy Turnstone,0,"a bird with unique black plumage, brown ghosting pattern, orange legs, and upturned bill.",descriptor_only,,5,4,needs_normalization
516,156,Ruddy Turnstone,Ruddy Turnstone,1,"a field guide photo of a bird showing unique black plumage, brown ghosting pattern, orange legs, and upturned bill.",descriptor_only,,5,4,needs_normalization
517,157,Black Turnstone,Black Turnstone,0,"a bird with white belly, white spot, white breast, two white stripe, and white tail.",descriptor_only,,13,5,needs_normalization
517,157,Black Turnstone,Black Turnstone,1,"a field guide photo of a bird showing white belly, white spot, white breast, two white stripe, and white tail.",descriptor_only,,13,5,needs_normalization
518,158,Surfbird,Surfbird,0,"a bird with dark rufous upperparts, white belly, black streaks, whitish chin, and bold black tip.",descriptor_only,,11,5,needs_normalization
518,158,Surfbird,Surfbird,1,"a field guide photo of a bird showing dark rufous upperparts, white belly, black streaks, whitish chin, and bold black tip.",descriptor_only,,11,5,needs_normalization
519,159,Semipalmated Sandpiper,Semipalmated Sandpiper,0,"a bird with black gold rufous upperparts, pale underparts, brown flank, dappled brown plumage, and dark legs.",descriptor_only,,7,5,needs_normalization
519,159,Semipalmated Sandpiper,Semipalmated Sandpiper,1,"a field guide photo of a bird showing black gold rufous upperparts, pale underparts, brown flank, dappled brown plumage, and dark legs.",descriptor_only,,7,5,needs_normalization
520,160,Western Sandpiper,Western Sandpiper,0,"a bird with white underparts, rufous crown, rufous patch, pale gray upperparts, and whitish underparts.",descriptor_only,,15,5,needs_normalization
520,160,Western Sandpiper,Western Sandpiper,1,"a field guide photo of a bird showing white underparts, rufous crown, rufous patch, pale gray upperparts, and whitish underparts.",descriptor_only,,15,5,needs_normalization
521,161,Least Sandpiper,Least Sandpiper,0,"a bird with brown upperparts, white underparts, and thin-tipped decurved bill.",descriptor_only,,8,3,needs_normalization
521,161,Least Sandpiper,Least Sandpiper,1,"a field guide photo of a bird showing brown upperparts, white underparts, and thin-tipped decurved bill.",descriptor_only,,8,3,needs_normalization
522,162,Short-billed Dowitcher,Short-billed Dowitcher,0,"a bird with brown black gold upperparts, black gold underparts, pale underparts, pale breast, and orange breast.",descriptor_only,,14,5,needs_normalization
522,162,Short-billed Dowitcher,Short-billed Dowitcher,1,"a field guide photo of a bird showing brown black gold upperparts, black gold underparts, pale underparts, pale breast, and orange breast.",descriptor_only,,14,5,needs_normalization
523,163,Wilson's Snipe,Wilson's Snipe,0,"a bird with brown bars, buff chest, intricately patterned buff plumage, brown stripes, and dark head.",descriptor_only,,12,5,needs_normalization
523,163,Wilson's Snipe,Wilson's Snipe,1,"a field guide photo of a bird showing brown bars, buff chest, intricately patterned buff plumage, brown stripes, and dark head.",descriptor_only,,12,5,needs_normalization
524,164,American Woodcock,American Woodcock,0,"a bird with well camouflaged light brown plumage, brown wings, and long straight bill.",descriptor_only,,8,3,needs_normalization
524,164,American Woodcock,American Woodcock,1,"a field guide photo of a bird showing well camouflaged light brown plumage, brown wings, and long straight bill.",descriptor_only,,8,3,needs_normalization
525,165,Rock Pigeon,Rock Pigeon,0,"a bird with dark spots, two black tail, most bluish gray plumage, two black bands, and iridescent throat.",descriptor_only,,9,5,needs_normalization
525,165,Rock Pigeon,Rock Pigeon,1,"a field guide photo of a bird showing dark spots, two black tail, most bluish gray plumage, two black bands, and iridescent throat.",descriptor_only,,9,5,needs_normalization
526,166,Band-tailed Pigeon,Band-tailed Pigeon,0,"a bird with pale gray band, dark wingtips noticeable, blue-gray upperparts, purplish-gray underparts, and long rounded tail.",descriptor_only,,10,5,needs_normalization
526,166,Band-tailed Pigeon,Band-tailed Pigeon,1,"a field guide photo of a bird showing pale gray band, dark wingtips noticeable, blue-gray upperparts, purplish-gray underparts, and long rounded tail.",descriptor_only,,10,5,needs_normalization
527,167,Eurasian Collared-Dove,Eurasian Collared-Dove,0,"a bird with broad white patches, chalky light brown gray-buff plumage, and broad tail.",descriptor_only,,7,3,needs_normalization
527,167,Eurasian Collared-Dove,Eurasian Collared-Dove,1,"a field guide photo of a bird showing broad white patches, chalky light brown gray-buff plumage, and broad tail.",descriptor_only,,7,3,needs_normalization
528,168,White-winged Dove,White-winged Dove,0,"a bird with dark line, white stripe, dark wing, brown plumage, and black stripes.",descriptor_only,,9,5,needs_normalization
528,168,White-winged Dove,White-winged Dove,1,"a field guide photo of a bird showing dark line, white stripe, dark wing, brown plumage, and black stripes.",descriptor_only,,9,5,needs_normalization
529,169,Mourning Dove,Mourning Dove,0,"a bird with black spots, black tail feathers, and long pointed tail.",descriptor_only,,8,3,needs_normalization
529,169,Mourning Dove,Mourning Dove,1,"a field guide photo of a bird showing black spots, black tail feathers, and long pointed tail.",descriptor_only,,8,3,needs_normalization
530,170,Inca Dove,Inca Dove,0,a bird with long square-tipped tail.,descriptor_only,,4,1,needs_normalization
530,170,Inca Dove,Inca Dove,1,a field guide photo of a bird showing long square-tipped tail.,descriptor_only,,4,1,needs_normalization
531,171,Common Ground-Dove,Common Ground-Dove,0,"a bird with large dark spots, bluish crown, dark tip, short thin bill, and pinkish-red bill.",descriptor_only,,10,5,needs_normalization
531,171,Common Ground-Dove,Common Ground-Dove,1,"a field guide photo of a bird showing large dark spots, bluish crown, dark tip, short thin bill, and pinkish-red bill.",descriptor_only,,10,5,needs_normalization
532,172,Monk Parakeet,Monk Parakeet,0,"a bird with green gray face, green gray breast, long pointed tail, and large hooked bill.",descriptor_only,,7,4,needs_normalization
532,172,Monk Parakeet,Monk Parakeet,1,"a field guide photo of a bird showing green gray face, green gray breast, long pointed tail, and large hooked bill.",descriptor_only,,7,4,needs_normalization
533,173,Yellow-billed Cuckoo,Yellow-billed Cuckoo,0,"a bird with warm brown upperparts, clean whitish underparts, yellow eyering, wide white bands, and narrower black ones plumage.",descriptor_only,,11,5,needs_normalization
533,173,Yellow-billed Cuckoo,Yellow-billed Cuckoo,1,"a field guide photo of a bird showing warm brown upperparts, clean whitish underparts, yellow eyering, wide white bands, and narrower black ones plumage.",descriptor_only,,11,5,needs_normalization
534,174,Black-billed Cuckoo,Black-billed Cuckoo,0,"a bird with plain brown upperparts, white underparts, red eye ring, black bill, and curved bill.",descriptor_only,,7,5,needs_normalization
534,174,Black-billed Cuckoo,Black-billed Cuckoo,1,"a field guide photo of a bird showing plain brown upperparts, white underparts, red eye ring, black bill, and curved bill.",descriptor_only,,7,5,needs_normalization
535,175,Greater Roadrunner,Greater Roadrunner,0,"a bird with small pale spots, small pale patch, small pale eye, white highlights, and long straight tail.",descriptor_only,,10,5,needs_normalization
535,175,Greater Roadrunner,Greater Roadrunner,1,"a field guide photo of a bird showing small pale spots, small pale patch, small pale eye, white highlights, and long straight tail.",descriptor_only,,10,5,needs_normalization
536,176,Barn Owl,Barn Owl,0,"a bird with white face, pale plumage, buff gray head, buff gray back, and white body.",descriptor_only,,11,5,needs_normalization
536,176,Barn Owl,Barn Owl,1,"a field guide photo of a bird showing white face, pale plumage, buff gray head, buff gray back, and white body.",descriptor_only,,11,5,needs_normalization
537,177,Western Screech-Owl,Western Screech-Owl,0,"a bird with white breast, white belly, dark spidery streaks, and dark arcs plumage.",descriptor_only,,8,4,needs_normalization
537,177,Western Screech-Owl,Western Screech-Owl,1,"a field guide photo of a bird showing white breast, white belly, dark spidery streaks, and dark arcs plumage.",descriptor_only,,8,4,needs_normalization
538,178,Eastern Screech-Owl,Eastern Screech-Owl,0,a bird with distinct field marks.,descriptor_only,,5,0,needs_normalization
538,178,Eastern Screech-Owl,Eastern Screech-Owl,1,a field guide photo of a bird showing distinct field marks.,descriptor_only,,5,0,needs_normalization
539,179,Great Horned Owl,Great Horned Owl,0,"a bird with white patch, mottled gray-brown reddish-brown face, and reddish-brown throat.",descriptor_only,,7,3,needs_normalization
539,179,Great Horned Owl,Great Horned Owl,1,"a field guide photo of a bird showing white patch, mottled gray-brown reddish-brown face, and reddish-brown throat.",descriptor_only,,7,3,needs_normalization
540,180,Snowy Owl,Snowy Owl,0,a bird with distinct field marks.,descriptor_only,,1,0,needs_normalization
540,180,Snowy Owl,Snowy Owl,1,a field guide photo of a bird showing distinct field marks.,descriptor_only,,1,0,needs_normalization
541,181,Northern Pygmy-Owl,Northern Pygmy-Owl,0,"a bird with white spots, and two dark patches.",descriptor_only,,4,2,needs_normalization
541,181,Northern Pygmy-Owl,Northern Pygmy-Owl,1,"a field guide photo of a bird showing white spots, and two dark patches.",descriptor_only,,4,2,needs_normalization
542,182,Burrowing Owl,Burrowing Owl,0,"a bird with brown sandy-pale spots, dark brown bars, bold white throat, bold white eyebrow, and yellow eye.",descriptor_only,,8,5,needs_normalization
542,182,Burrowing Owl,Burrowing Owl,1,"a field guide photo of a bird showing brown sandy-pale spots, dark brown bars, bold white throat, bold white eyebrow, and yellow eye.",descriptor_only,,8,5,needs_normalization
543,183,Barred Owl,Barred Owl,0,"a bird with brown bars, mottled brown white plumage, dark brown dark brown black eye, white plumage, and rounded tail.",descriptor_only,,9,5,needs_normalization
543,183,Barred Owl,Barred Owl,1,"a field guide photo of a bird showing brown bars, mottled brown white plumage, dark brown dark brown black eye, white plumage, and rounded tail.",descriptor_only,,9,5,needs_normalization
544,184,Northern Saw-whet Owl,Northern Saw-whet Owl,0,"a bird with dark brown creamy yellow breast, creamy yellow belly, and mottled brown whitish facial disk.",descriptor_only,,5,3,needs_normalization
544,184,Northern Saw-whet Owl,Northern Saw-whet Owl,1,"a field guide photo of a bird showing dark brown creamy yellow breast, creamy yellow belly, and mottled brown whitish facial disk.",descriptor_only,,5,3,needs_normalization
545,185,Common Nighthawk,Common Nighthawk,0,"a bird with well camouflaged gray plumage, white buff black plumage, long dark wings, and medium-long tail.",descriptor_only,,10,4,needs_normalization
545,185,Common Nighthawk,Common Nighthawk,1,"a field guide photo of a bird showing well camouflaged gray plumage, white buff black plumage, long dark wings, and medium-long tail.",descriptor_only,,10,4,needs_normalization
546,186,Chimney Swift,Chimney Swift,0,"a bird with dark gray-brown plumage, short tapered tail, and wide bill.",descriptor_only,,7,3,needs_normalization
546,186,Chimney Swift,Chimney Swift,1,"a field guide photo of a bird showing dark gray-brown plumage, short tapered tail, and wide bill.",descriptor_only,,7,3,needs_normalization
547,187,Vaux's Swift,Vaux's Swift,0,a bird with brownish plumage.,descriptor_only,,3,1,needs_normalization
547,187,Vaux's Swift,Vaux's Swift,1,a field guide photo of a bird showing brownish plumage.,descriptor_only,,3,1,needs_normalization
548,188,White-throated Swift,White-throated Swift,0,"a bird with blackish brown white throat, brown white breast, brown white belly, white flank, and white secondaries.",descriptor_only,,8,5,needs_normalization
548,188,White-throated Swift,White-throated Swift,1,"a field guide photo of a bird showing blackish brown white throat, brown white breast, brown white belly, white flank, and white secondaries.",descriptor_only,,8,5,needs_normalization
549,189,Belted Kingfisher,Belted Kingfisher,0,"a bird with broad blue breast, broad rusty band, blue-gray upperparts, straight thick pointed bill, and blue-gray tail.",descriptor_only,,11,5,needs_normalization
549,189,Belted Kingfisher,Belted Kingfisher,1,"a field guide photo of a bird showing broad blue breast, broad rusty band, blue-gray upperparts, straight thick pointed bill, and blue-gray tail.",descriptor_only,,11,5,needs_normalization
550,190,Acorn Woodpecker,Acorn Woodpecker,0,"a bird with black upperparts, red cap, creamy white face, black patch, and red crown.",descriptor_only,,9,5,needs_normalization
550,190,Acorn Woodpecker,Acorn Woodpecker,1,"a field guide photo of a bird showing black upperparts, red cap, creamy white face, black patch, and red crown.",descriptor_only,,9,5,needs_normalization
551,191,Gila Woodpecker,Gila Woodpecker,0,"a bird with red patch, grayish-brown brilliant black plumage, and long pointed bill.",descriptor_only,,4,3,needs_normalization
551,191,Gila Woodpecker,Gila Woodpecker,1,"a field guide photo of a bird showing red patch, grayish-brown brilliant black plumage, and long pointed bill.",descriptor_only,,4,3,needs_normalization
552,192,Golden-fronted Woodpecker,Golden-fronted Woodpecker,0,"a bird with black tail, golden nape, black-and-white barred wings, and long pointed bill.",descriptor_only,,8,4,needs_normalization
552,192,Golden-fronted Woodpecker,Golden-fronted Woodpecker,1,"a field guide photo of a bird showing black tail, golden nape, black-and-white barred wings, and long pointed bill.",descriptor_only,,8,4,needs_normalization
553,193,Red-bellied Woodpecker,Red-bellied Woodpecker,0,"a bird with red cap, red nape, white patches, pale plumage, and even boldly black plumage.",descriptor_only,,6,5,needs_normalization
553,193,Red-bellied Woodpecker,Red-bellied Woodpecker,1,"a field guide photo of a bird showing red cap, red nape, white patches, pale plumage, and even boldly black plumage.",descriptor_only,,6,5,needs_normalization
554,194,Yellow-bellied Sapsucker,Yellow-bellied Sapsucker,0,"a bird with red throat, long white stripe, black chest, white yellowish underparts, and black plumage.",descriptor_only,,12,5,needs_normalization
554,194,Yellow-bellied Sapsucker,Yellow-bellied Sapsucker,1,"a field guide photo of a bird showing red throat, long white stripe, black chest, white yellowish underparts, and black plumage.",descriptor_only,,12,5,needs_normalization
555,195,Red-naped Sapsucker,Red-naped Sapsucker,0,"a bird with red cap, red nape, red throat, long white bar, and black stripe.",descriptor_only,,13,5,needs_normalization
555,195,Red-naped Sapsucker,Red-naped Sapsucker,1,"a field guide photo of a bird showing red cap, red nape, red throat, long white bar, and black stripe.",descriptor_only,,13,5,needs_normalization
556,196,Red-breasted Sapsucker,Red-breasted Sapsucker,0,"a bird with red-breasted red breast, white spot, white patch, red-breasted red bill, and red-breasted red head.",descriptor_only,,11,5,needs_normalization
556,196,Red-breasted Sapsucker,Red-breasted Sapsucker,1,"a field guide photo of a bird showing red-breasted red breast, white spot, white patch, red-breasted red bill, and red-breasted red head.",descriptor_only,,11,5,needs_normalization
557,197,Ladder-backed Woodpecker,Ladder-backed Woodpecker,0,"a bird with buffy white face, red crown, blackish crown, black plumage, and broken black lines.",descriptor_only,,12,5,needs_normalization
557,197,Ladder-backed Woodpecker,Ladder-backed Woodpecker,1,"a field guide photo of a bird showing buffy white face, red crown, blackish crown, black plumage, and broken black lines.",descriptor_only,,12,5,needs_normalization
558,198,Nuttall's Woodpecker,Nuttall's Woodpecker,0,"a bird with red patch, red cheek, solid black patch, grayish buffy underparts, and narrow white stripes.",descriptor_only,,9,5,needs_normalization
558,198,Nuttall's Woodpecker,Nuttall's Woodpecker,1,"a field guide photo of a bird showing red patch, red cheek, solid black patch, grayish buffy underparts, and narrow white stripes.",descriptor_only,,9,5,needs_normalization
559,199,Downy Woodpecker,Downy Woodpecker,0,"a bird with black upperparts, broad white stripe, small red patch, black spots, and downy checkered black plumage.",descriptor_only,,13,5,needs_normalization
559,199,Downy Woodpecker,Downy Woodpecker,1,"a field guide photo of a bird showing black upperparts, broad white stripe, small red patch, black spots, and downy checkered black plumage.",descriptor_only,,13,5,needs_normalization
560,200,Hairy Woodpecker,Hairy Woodpecker,0,"a bird with large white patch, contrastingly black plumage, white plumage, black wings, and white head.",descriptor_only,,11,5,needs_normalization
560,200,Hairy Woodpecker,Hairy Woodpecker,1,"a field guide photo of a bird showing large white patch, contrastingly black plumage, white plumage, black wings, and white head.",descriptor_only,,11,5,needs_normalization
561,201,Pileated Woodpecker,Pileated Woodpecker,0,"a bird with red stripe, black plumage, white stripes, and white neck.",descriptor_only,,7,4,needs_normalization
561,201,Pileated Woodpecker,Pileated Woodpecker,1,"a field guide photo of a bird showing red stripe, black plumage, white stripes, and white neck.",descriptor_only,,7,4,needs_normalization
599,202,"Black Guillemot (Nonbreeding, juvenile)",Black Guillemot,0,"a bird with nonbreeding, juvenile plumage, large white patches, black border, white wing, and whitish underparts.",descriptor_only,"Nonbreeding, juvenile",12,5,needs_normalization|shared_variant_descriptor
599,202,"Black Guillemot (Nonbreeding, juvenile)",Black Guillemot,1,"a field guide photo of a bird showing nonbreeding, juvenile plumage, large white patches, black border, white wing, and whitish underparts.",descriptor_only,"Nonbreeding, juvenile",12,5,needs_normalization|shared_variant_descriptor
600,203,"Pigeon Guillemot (Nonbreeding, juvenile)",Pigeon Guillemot,0,"a bird with nonbreeding, juvenile plumage, white patches, white wing, and whitish underparts.",descriptor_only,"Nonbreeding, juvenile",12,4,needs_normalization|shared_variant_descriptor
600,203,"Pigeon Guillemot (Nonbreeding, juvenile)",Pigeon Guillemot,1,"a field guide photo of a bird showing nonbreeding, juvenile plumage, white patches, white wing, and whitish underparts.",descriptor_only,"Nonbreeding, juvenile",12,4,needs_normalization|shared_variant_descriptor
601,204,Black-legged Kittiwake (Immature),Black-legged Kittiwake,0,"a bird with immature plumage, pale gray upperparts, clean white underparts, gray black collar, and yellow bill.",descriptor_only,Immature,9,5,needs_normalization|shared_variant_descriptor
601,204,Black-legged Kittiwake (Immature),Black-legged Kittiwake,1,"a field guide photo of a bird showing immature plumage, pale gray upperparts, clean white underparts, gray black collar, and yellow bill.",descriptor_only,Immature,9,5,needs_normalization|shared_variant_descriptor
602,205,Laughing Gull (Nonbreeding/Immature),Laughing Gull,0,"a bird with nonbreeding or immature plumage, medium gray upperparts, white underparts, crisp black hood, and reddish bill.",descriptor_only,Nonbreeding or Immature,9,5,needs_normalization|shared_variant_descriptor
602,205,Laughing Gull (Nonbreeding/Immature),Laughing Gull,1,"a field guide photo of a bird showing nonbreeding or immature plumage, medium gray upperparts, white underparts, crisp black hood, and reddish bill.",descriptor_only,Nonbreeding or Immature,9,5,needs_normalization|shared_variant_descriptor
603,206,Heermann's Gull (Immature),Heermann's Gull,0,"a bird with immature plumage, dark gray upperparts, gray underparts, red bill, and pale bill.",descriptor_only,Immature,12,5,needs_normalization|shared_variant_descriptor
603,206,Heermann's Gull (Immature),Heermann's Gull,1,"a field guide photo of a bird showing immature plumage, dark gray upperparts, gray underparts, red bill, and pale bill.",descriptor_only,Immature,12,5,needs_normalization|shared_variant_descriptor
604,207,Ring-billed Gull (Immature),Ring-billed Gull,0,"a bird with immature plumage, clean gray upperparts, white tail, yellow bill, and gray pink bill.",descriptor_only,Immature,13,5,needs_normalization|shared_variant_descriptor
604,207,Ring-billed Gull (Immature),Ring-billed Gull,1,"a field guide photo of a bird showing immature plumage, clean gray upperparts, white tail, yellow bill, and gray pink bill.",descriptor_only,Immature,13,5,needs_normalization|shared_variant_descriptor
605,208,Western Gull (Immature),Western Gull,0,"a bird with immature plumage, yellow bill, and mottled sooty brown blackish bill.",descriptor_only,Immature,20,3,needs_normalization|shared_variant_descriptor
605,208,Western Gull (Immature),Western Gull,1,"a field guide photo of a bird showing immature plumage, yellow bill, and mottled sooty brown blackish bill.",descriptor_only,Immature,20,3,needs_normalization|shared_variant_descriptor
606,209,California Gull (Immature),California Gull,0,"a bird with immature plumage, small black ring plumage, red spot, and yellow bill.",descriptor_only,Immature,9,4,needs_normalization|shared_variant_descriptor
606,209,California Gull (Immature),California Gull,1,"a field guide photo of a bird showing immature plumage, small black ring plumage, red spot, and yellow bill.",descriptor_only,Immature,9,4,needs_normalization|shared_variant_descriptor
607,210,Herring Gull (Immature),Herring Gull,0,"a bird with immature plumage, and white underparts.",descriptor_only,Immature,9,2,needs_normalization|shared_variant_descriptor
607,210,Herring Gull (Immature),Herring Gull,1,"a field guide photo of a bird showing immature plumage, and white underparts.",descriptor_only,Immature,9,2,needs_normalization|shared_variant_descriptor
608,211,Glaucous-winged Gull (Immature),Glaucous-winged Gull,0,"a bird with immature plumage, gray upperparts, white underparts, and white spots.",descriptor_only,Immature,7,4,needs_normalization|shared_variant_descriptor
608,211,Glaucous-winged Gull (Immature),Glaucous-winged Gull,1,"a field guide photo of a bird showing immature plumage, gray upperparts, white underparts, and white spots.",descriptor_only,Immature,7,4,needs_normalization|shared_variant_descriptor
609,212,Great Black-backed Gull (Immature),Great Black-backed Gull,0,"a bird with immature plumage, red spot, checkered gray-brown white upperparts, yellow bill, and black bill.",descriptor_only,Immature,14,5,needs_normalization|shared_variant_descriptor
609,212,Great Black-backed Gull (Immature),Great Black-backed Gull,1,"a field guide photo of a bird showing immature plumage, red spot, checkered gray-brown white upperparts, yellow bill, and black bill.",descriptor_only,Immature,14,5,needs_normalization|shared_variant_descriptor
610,213,Black-bellied Whistling-Duck,Black-bellied Whistling-Duck,0,"a bird with chestnut breast, black belly, grayish face, broad white wing, and grayish stripe.",descriptor_only,,12,5,needs_normalization
610,213,Black-bellied Whistling-Duck,Black-bellied Whistling-Duck,1,"a field guide photo of a bird showing chestnut breast, black belly, grayish face, broad white wing, and grayish stripe.",descriptor_only,,12,5,needs_normalization
611,214,Snow Goose (Blue morph),Snow Goose,0,"a bird with blue morph, blue white face, dark line, dark patch, and pink bill.",descriptor_only,Blue morph,11,5,needs_normalization|shared_variant_descriptor
611,214,Snow Goose (Blue morph),Snow Goose,1,"a field guide photo of a bird showing blue morph, blue white face, dark line, dark patch, and pink bill.",descriptor_only,Blue morph,11,5,needs_normalization|shared_variant_descriptor
612,215,Ross's Goose,Ross's Goose,0,"a bird with white face, gray dark bill, white black wingtips, dark body, and dark wings.",descriptor_only,,9,5,needs_normalization
612,215,Ross's Goose,Ross's Goose,1,"a field guide photo of a bird showing white face, gray dark bill, white black wingtips, dark body, and dark wings.",descriptor_only,,9,5,needs_normalization
613,216,Wood Duck (Female/Eclipse male),Wood Duck,0,"a bird with female or eclipse male plumage, blue wing, warm brown gray-brown crest, grayish head, and large white eye teardrop.",descriptor_only,Female or Eclipse male,6,5,compact_verified
613,216,Wood Duck (Female/Eclipse male),Wood Duck,1,"a field guide photo of a bird showing female or eclipse male plumage, blue wing, warm brown gray-brown crest, grayish head, and large white eye teardrop.",descriptor_only,Female or Eclipse male,6,5,compact_verified
614,217,Gadwall (Female/Eclipse male),Gadwall,0,"a bird with female or eclipse male plumage, gray-brown black patch, and dark bill.",descriptor_only,Female or Eclipse male,6,3,needs_normalization|shared_variant_descriptor
614,217,Gadwall (Female/Eclipse male),Gadwall,1,"a field guide photo of a bird showing female or eclipse male plumage, gray-brown black patch, and dark bill.",descriptor_only,Female or Eclipse male,6,3,needs_normalization|shared_variant_descriptor
615,218,American Wigeon (Female/Eclipse male),American Wigeon,0,"a bird with female or eclipse male plumage, wide green stripe, gleaming white cap, white patches, and pale gray bill.",descriptor_only,Female or Eclipse male,11,5,needs_normalization|shared_variant_descriptor
615,218,American Wigeon (Female/Eclipse male),American Wigeon,1,"a field guide photo of a bird showing female or eclipse male plumage, wide green stripe, gleaming white cap, white patches, and pale gray bill.",descriptor_only,Female or Eclipse male,11,5,needs_normalization|shared_variant_descriptor
616,219,Mallard (Female/Eclipse male),Mallard,0,"a bird with female or eclipse male plumage, brown breast, bright yellow bill, and brown mottled brown orange-brown bill.",descriptor_only,Female or Eclipse male,10,4,needs_normalization|shared_variant_descriptor
616,219,Mallard (Female/Eclipse male),Mallard,1,"a field guide photo of a bird showing female or eclipse male plumage, brown breast, bright yellow bill, and brown mottled brown orange-brown bill.",descriptor_only,Female or Eclipse male,10,4,needs_normalization|shared_variant_descriptor
617,220,Blue-winged Teal  (Female/juvenile),Blue-winged Teal,0,"a bird with female or juvenile plumage, brown breast, small white flank, brown patch, and brown bill.",descriptor_only,Female or juvenile,10,5,needs_normalization|shared_variant_descriptor
617,220,Blue-winged Teal  (Female/juvenile),Blue-winged Teal,1,"a field guide photo of a bird showing female or juvenile plumage, brown breast, small white flank, brown patch, and brown bill.",descriptor_only,Female or juvenile,10,5,needs_normalization|shared_variant_descriptor
618,221,Cinnamon Teal (Female/juvenile),Cinnamon Teal,0,"a bird with female or juvenile plumage, and long dark bill.",descriptor_only,Female or juvenile,9,2,needs_normalization|shared_variant_descriptor
618,221,Cinnamon Teal (Female/juvenile),Cinnamon Teal,1,"a field guide photo of a bird showing female or juvenile plumage, and long dark bill.",descriptor_only,Female or juvenile,9,2,needs_normalization|shared_variant_descriptor
619,222,Northern Shoveler (Female/Eclipse male),Northern Shoveler,0,"a bird with female or eclipse male plumage, white chest, and large orange bill.",descriptor_only,Female or Eclipse male,9,3,needs_normalization|shared_variant_descriptor
619,222,Northern Shoveler (Female/Eclipse male),Northern Shoveler,1,"a field guide photo of a bird showing female or eclipse male plumage, white chest, and large orange bill.",descriptor_only,Female or Eclipse male,9,3,needs_normalization|shared_variant_descriptor
620,223,Northern Pintail (Female/Eclipse male),Northern Pintail,0,"a bird with female or eclipse male plumage, gleaming white breast, and white line.",descriptor_only,Female or Eclipse male,5,3,needs_normalization|shared_variant_descriptor
620,223,Northern Pintail (Female/Eclipse male),Northern Pintail,1,"a field guide photo of a bird showing female or eclipse male plumage, gleaming white breast, and white line.",descriptor_only,Female or Eclipse male,5,3,needs_normalization|shared_variant_descriptor
621,224,Green-winged Teal  (Female/juvenile),Green-winged Teal,0,"a bird with female or juvenile plumage, grayish stripe, grayish shoulder, and green wing.",descriptor_only,Female or juvenile,9,4,needs_normalization|shared_variant_descriptor
621,224,Green-winged Teal  (Female/juvenile),Green-winged Teal,1,"a field guide photo of a bird showing female or juvenile plumage, grayish stripe, grayish shoulder, and green wing.",descriptor_only,Female or juvenile,9,4,needs_normalization|shared_variant_descriptor
622,225,Canvasback (Female/Eclipse male),Canvasback,0,"a bird with female or eclipse male plumage, and black chest.",descriptor_only,Female or Eclipse male,17,2,needs_normalization|shared_variant_descriptor
622,225,Canvasback (Female/Eclipse male),Canvasback,1,"a field guide photo of a bird showing female or eclipse male plumage, and black chest.",descriptor_only,Female or Eclipse male,17,2,needs_normalization|shared_variant_descriptor
623,226,Redhead (Female/Eclipse male),Redhead,0,"a bird with female or eclipse male plumage, black breast, black tail, and black-tipped gray bill.",descriptor_only,Female or Eclipse male,9,4,needs_normalization|shared_variant_descriptor
623,226,Redhead (Female/Eclipse male),Redhead,1,"a field guide photo of a bird showing female or eclipse male plumage, black breast, black tail, and black-tipped gray bill.",descriptor_only,Female or Eclipse male,9,4,needs_normalization|shared_variant_descriptor
624,227,Ring-necked Duck (Female/Eclipse male),Ring-necked Duck,0,"a bird with female or eclipse male plumage, gray chest, pale cheek, white patch, and prominent white ring plumage.",descriptor_only,Female or Eclipse male,13,5,needs_normalization|shared_variant_descriptor
624,227,Ring-necked Duck (Female/Eclipse male),Ring-necked Duck,1,"a field guide photo of a bird showing female or eclipse male plumage, gray chest, pale cheek, white patch, and prominent white ring plumage.",descriptor_only,Female or Eclipse male,13,5,needs_normalization|shared_variant_descriptor
