raw_class_id,target,class_name,class_family,prompt_id,prompt,prompt_set,descriptor_count,descriptor_quality
355,47,"Bald Eagle (Adult, subadult)",Bald Eagle,1,"a close-up bird photo of a Bald Eagle (Adult, subadult) showing heavy body, large head, long hooked bill, white head, white tail, dark brown body, dark brown wings, and dark head.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
355,47,"Bald Eagle (Adult, subadult)",Bald Eagle,2,"a fine-grained ID photo of a Bald Eagle (Adult, subadult), with heavy body, large head, long hooked bill, white head, white tail, dark brown body, dark brown wings, and dark head.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
356,48,Northern Harrier (Adult male),Northern Harrier,0,"a field guide photograph of a Northern Harrier (Adult male); visual field marks: slender body, medium-sized raptors, broad wings, long rounded tail, flat owl-like face, small sharply hooked bill, v-shape upperparts, and gray upperparts.",descriptor_variant,17,needs_normalization|shared_variant_descriptor
356,48,Northern Harrier (Adult male),Northern Harrier,1,"a close-up bird photo of a Northern Harrier (Adult male) showing slender body, medium-sized raptors, broad wings, long rounded tail, flat owl-like face, small sharply hooked bill, v-shape upperparts, and gray upperparts.",descriptor_variant,17,needs_normalization|shared_variant_descriptor
356,48,Northern Harrier (Adult male),Northern Harrier,2,"a fine-grained ID photo of a Northern Harrier (Adult male), with slender body, medium-sized raptors, broad wings, long rounded tail, flat owl-like face, small sharply hooked bill, v-shape upperparts, and gray upperparts.",descriptor_variant,17,needs_normalization|shared_variant_descriptor
357,49,Sharp-shinned Hawk (Adult ),Sharp-shinned Hawk,0,"a field guide photograph of a Sharp-shinned Hawk (Adult ); visual field marks: small long tail, short rounded wings, small head, slaty blue-gray upperparts, red-orange bars, slaty blue-gray breast, brown plumage, and white underparts.",descriptor_variant,10,needs_normalization|shared_variant_descriptor
357,49,Sharp-shinned Hawk (Adult ),Sharp-shinned Hawk,1,"a close-up bird photo of a Sharp-shinned Hawk (Adult ) showing small long tail, short rounded wings, small head, slaty blue-gray upperparts, red-orange bars, slaty blue-gray breast, brown plumage, and white underparts.",descriptor_variant,10,needs_normalization|shared_variant_descriptor
357,49,Sharp-shinned Hawk (Adult ),Sharp-shinned Hawk,2,"a fine-grained ID photo of a Sharp-shinned Hawk (Adult ), with small long tail, short rounded wings, small head, slaty blue-gray upperparts, red-orange bars, slaty blue-gray breast, brown plumage, and white underparts.",descriptor_variant,10,needs_normalization|shared_variant_descriptor
358,50,Cooper's Hawk (Adult),Cooper's Hawk,0,"a field guide photograph of a Cooper's Hawk (Adult); visual field marks: medium-sized body, broad rounded wings, long tail, blue-gray upperparts, warm reddish bars, blue-gray underparts, thick dark bands, and blue-gray tail.",descriptor_variant,10,needs_normalization|shared_variant_descriptor
358,50,Cooper's Hawk (Adult),Cooper's Hawk,1,"a close-up bird photo of a Cooper's Hawk (Adult) showing medium-sized body, broad rounded wings, long tail, blue-gray upperparts, warm reddish bars, blue-gray underparts, thick dark bands, and blue-gray tail.",descriptor_variant,10,needs_normalization|shared_variant_descriptor
358,50,Cooper's Hawk (Adult),Cooper's Hawk,2,"a fine-grained ID photo of a Cooper's Hawk (Adult), with medium-sized body, broad rounded wings, long tail, blue-gray upperparts, warm reddish bars, blue-gray underparts, thick dark bands, and blue-gray tail.",descriptor_variant,10,needs_normalization|shared_variant_descriptor
359,51,Red-shouldered Hawk (Adult ),Red-shouldered Hawk,0,"a field guide photograph of a Red-shouldered Hawk (Adult ); visual field marks: medium-sized body, broad rounded wings, medium-length tail, dark white checkered wings, white checkered breast, narrow white bands, brown upperparts, and white underparts.",descriptor_variant,10,needs_normalization|shared_variant_descriptor
359,51,Red-shouldered Hawk (Adult ),Red-shouldered Hawk,1,"a close-up bird photo of a Red-shouldered Hawk (Adult ) showing medium-sized body, broad rounded wings, medium-length tail, dark white checkered wings, white checkered breast, narrow white bands, brown upperparts, and white underparts.",descriptor_variant,10,needs_normalization|shared_variant_descriptor
359,51,Red-shouldered Hawk (Adult ),Red-shouldered Hawk,2,"a fine-grained ID photo of a Red-shouldered Hawk (Adult ), with medium-sized body, broad rounded wings, medium-length tail, dark white checkered wings, white checkered breast, narrow white bands, brown upperparts, and white underparts.",descriptor_variant,10,needs_normalization|shared_variant_descriptor
360,52,Broad-winged Hawk (Adult),Broad-winged Hawk,0,"a field guide photograph of a Broad-winged Hawk (Adult); visual field marks: small compact raptors, chunky body, large head, reddish-brown head, barred underparts, broad black-and-white bands, barred tail, and lighter brown plumage.",descriptor_variant,8,needs_normalization|shared_variant_descriptor
360,52,Broad-winged Hawk (Adult),Broad-winged Hawk,1,"a close-up bird photo of a Broad-winged Hawk (Adult) showing small compact raptors, chunky body, large head, reddish-brown head, barred underparts, broad black-and-white bands, barred tail, and lighter brown plumage.",descriptor_variant,8,needs_normalization|shared_variant_descriptor
360,52,Broad-winged Hawk (Adult),Broad-winged Hawk,2,"a fine-grained ID photo of a Broad-winged Hawk (Adult), with small compact raptors, chunky body, large head, reddish-brown head, barred underparts, broad black-and-white bands, barred tail, and lighter brown plumage.",descriptor_variant,8,needs_normalization|shared_variant_descriptor
361,53,Rough-legged Hawk (Dark morph),Rough-legged Hawk,0,"a field guide photograph of a Rough-legged Hawk (Dark morph); visual field marks: large body, broad wings, dark-brown tail, pale underwing feathers, dark patches, pale wing, pale head, and dark belly.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
361,53,Rough-legged Hawk (Dark morph),Rough-legged Hawk,1,"a close-up bird photo of a Rough-legged Hawk (Dark morph) showing large body, broad wings, dark-brown tail, pale underwing feathers, dark patches, pale wing, pale head, and dark belly.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
361,53,Rough-legged Hawk (Dark morph),Rough-legged Hawk,2,"a fine-grained ID photo of a Rough-legged Hawk (Dark morph), with large body, broad wings, dark-brown tail, pale underwing feathers, dark patches, pale wing, pale head, and dark belly.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
362,54,Golden Eagle (Adult),Golden Eagle,0,"a field guide photograph of a Golden Eagle (Adult); visual field marks: white patches, and white wings.",descriptor_variant,2,needs_normalization|shared_variant_descriptor
362,54,Golden Eagle (Adult),Golden Eagle,1,"a close-up bird photo of a Golden Eagle (Adult) showing white patches, and white wings.",descriptor_variant,2,needs_normalization|shared_variant_descriptor
362,54,Golden Eagle (Adult),Golden Eagle,2,"a fine-grained ID photo of a Golden Eagle (Adult), with white patches, and white wings.",descriptor_variant,2,needs_normalization|shared_variant_descriptor
363,55,American Kestrel (Adult male),American Kestrel,0,"a field guide photograph of a American Kestrel (Adult male); visual field marks: slender body, narrow wings, long square-tipped tail, pale plumage, and slate-blue wings.",descriptor_variant,5,needs_normalization|shared_variant_descriptor
363,55,American Kestrel (Adult male),American Kestrel,1,"a close-up bird photo of a American Kestrel (Adult male) showing slender body, narrow wings, long square-tipped tail, pale plumage, and slate-blue wings.",descriptor_variant,5,needs_normalization|shared_variant_descriptor
363,55,American Kestrel (Adult male),American Kestrel,2,"a fine-grained ID photo of a American Kestrel (Adult male), with slender body, narrow wings, long square-tipped tail, pale plumage, and slate-blue wings.",descriptor_variant,5,needs_normalization|shared_variant_descriptor
364,56,Peregrine Falcon (Adult),Peregrine Falcon,0,"a field guide photograph of a Peregrine Falcon (Adult); visual field marks: long pointed wings, long tail, long wings, blue-gray upperparts, barred underparts, and dark head.",descriptor_variant,6,needs_normalization|shared_variant_descriptor
364,56,Peregrine Falcon (Adult),Peregrine Falcon,1,"a close-up bird photo of a Peregrine Falcon (Adult) showing long pointed wings, long tail, long wings, blue-gray upperparts, barred underparts, and dark head.",descriptor_variant,6,needs_normalization|shared_variant_descriptor
364,56,Peregrine Falcon (Adult),Peregrine Falcon,2,"a fine-grained ID photo of a Peregrine Falcon (Adult), with long pointed wings, long tail, long wings, blue-gray upperparts, barred underparts, and dark head.",descriptor_variant,6,needs_normalization|shared_variant_descriptor
365,57,Purple Gallinule (Adult),Purple Gallinule,0,"a field guide photograph of a Purple Gallinule (Adult); visual field marks: short tail, compact body, long legs, greenish wings, greenish back, yellow-tipped red bill, bright yellow legs, and bright yellow feet.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
365,57,Purple Gallinule (Adult),Purple Gallinule,1,"a close-up bird photo of a Purple Gallinule (Adult) showing short tail, compact body, long legs, greenish wings, greenish back, yellow-tipped red bill, bright yellow legs, and bright yellow feet.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
365,57,Purple Gallinule (Adult),Purple Gallinule,2,"a fine-grained ID photo of a Purple Gallinule (Adult), with short tail, compact body, long legs, greenish wings, greenish back, yellow-tipped red bill, bright yellow legs, and bright yellow feet.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
366,58,Common Gallinule (Adult),Common Gallinule,0,"a field guide photograph of a Common Gallinule (Adult); visual field marks: medium-sized marsh-bird body, long legs, small head, thin neck, small thin bill, charcoal gray plumage, white stripe, and white tail feathers.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
366,58,Common Gallinule (Adult),Common Gallinule,1,"a close-up bird photo of a Common Gallinule (Adult) showing medium-sized marsh-bird body, long legs, small head, thin neck, small thin bill, charcoal gray plumage, white stripe, and white tail feathers.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
366,58,Common Gallinule (Adult),Common Gallinule,2,"a fine-grained ID photo of a Common Gallinule (Adult), with medium-sized marsh-bird body, long legs, small head, thin neck, small thin bill, charcoal gray plumage, white stripe, and white tail feathers.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
367,59,Black-bellied Plover (Breeding),Black-bellied Plover,0,"a field guide photograph of a Black-bellied Plover (Breeding); visual field marks: chunky body, large head, short thick bill, long pointed wings, moderately long legs, black-and-white checkered upperwings, black face, and black belly.",descriptor_variant,17,needs_normalization|shared_variant_descriptor
367,59,Black-bellied Plover (Breeding),Black-bellied Plover,1,"a close-up bird photo of a Black-bellied Plover (Breeding) showing chunky body, large head, short thick bill, long pointed wings, moderately long legs, black-and-white checkered upperwings, black face, and black belly.",descriptor_variant,17,needs_normalization|shared_variant_descriptor
367,59,Black-bellied Plover (Breeding),Black-bellied Plover,2,"a fine-grained ID photo of a Black-bellied Plover (Breeding), with chunky body, large head, short thick bill, long pointed wings, moderately long legs, black-and-white checkered upperwings, black face, and black belly.",descriptor_variant,17,needs_normalization|shared_variant_descriptor
368,60,Spotted Sandpiper (Breeding),Spotted Sandpiper,0,"a field guide photograph of a Spotted Sandpiper (Breeding); visual field marks: medium-sized body, rounded breast, spotted bold dark spots, bright white breast, orange bill, and plain white plumage.",descriptor_variant,6,needs_normalization|shared_variant_descriptor
368,60,Spotted Sandpiper (Breeding),Spotted Sandpiper,1,"a close-up bird photo of a Spotted Sandpiper (Breeding) showing medium-sized body, rounded breast, spotted bold dark spots, bright white breast, orange bill, and plain white plumage.",descriptor_variant,6,needs_normalization|shared_variant_descriptor
368,60,Spotted Sandpiper (Breeding),Spotted Sandpiper,2,"a fine-grained ID photo of a Spotted Sandpiper (Breeding), with medium-sized body, rounded breast, spotted bold dark spots, bright white breast, orange bill, and plain white plumage.",descriptor_variant,6,needs_normalization|shared_variant_descriptor
369,61,Sanderling (Breeding),Sanderling,0,"a field guide photograph of a Sanderling (Breeding); visual field marks: small plump body, spangled black plumage, white rich rufous head, rich rufous neck, and rich rufous back.",descriptor_variant,5,needs_normalization|shared_variant_descriptor
369,61,Sanderling (Breeding),Sanderling,1,"a close-up bird photo of a Sanderling (Breeding) showing small plump body, spangled black plumage, white rich rufous head, rich rufous neck, and rich rufous back.",descriptor_variant,5,needs_normalization|shared_variant_descriptor
369,61,Sanderling (Breeding),Sanderling,2,"a fine-grained ID photo of a Sanderling (Breeding), with small plump body, spangled black plumage, white rich rufous head, rich rufous neck, and rich rufous back.",descriptor_variant,5,needs_normalization|shared_variant_descriptor
370,62,Dunlin (Breeding),Dunlin,0,"a field guide photograph of a Dunlin (Breeding); visual field marks: chunky body, small medium-length legs, short neck, long bill, bright rusty back, bright rusty crown, black belly, and bright rusty patch.",descriptor_variant,16,needs_normalization|shared_variant_descriptor
370,62,Dunlin (Breeding),Dunlin,1,"a close-up bird photo of a Dunlin (Breeding) showing chunky body, small medium-length legs, short neck, long bill, bright rusty back, bright rusty crown, black belly, and bright rusty patch.",descriptor_variant,16,needs_normalization|shared_variant_descriptor
370,62,Dunlin (Breeding),Dunlin,2,"a fine-grained ID photo of a Dunlin (Breeding), with chunky body, small medium-length legs, short neck, long bill, bright rusty back, bright rusty crown, black belly, and bright rusty patch.",descriptor_variant,16,needs_normalization|shared_variant_descriptor
371,63,Wilson's Phalarope (Breeding),Wilson's Phalarope,0,"a field guide photograph of a Wilson's Phalarope (Breeding); visual field marks: small long legs, slender neck, thin straight long bill, sharply pointed wings, pale gray upperparts, and white underparts.",descriptor_variant,6,needs_normalization|shared_variant_descriptor
371,63,Wilson's Phalarope (Breeding),Wilson's Phalarope,1,"a close-up bird photo of a Wilson's Phalarope (Breeding) showing small long legs, slender neck, thin straight long bill, sharply pointed wings, pale gray upperparts, and white underparts.",descriptor_variant,6,needs_normalization|shared_variant_descriptor
371,63,Wilson's Phalarope (Breeding),Wilson's Phalarope,2,"a fine-grained ID photo of a Wilson's Phalarope (Breeding), with small long legs, slender neck, thin straight long bill, sharply pointed wings, pale gray upperparts, and white underparts.",descriptor_variant,6,needs_normalization|shared_variant_descriptor
372,64,Broad-billed Hummingbird (Adult Male),Broad-billed Hummingbird,0,"a field guide photograph of a Broad-billed Hummingbird (Adult Male); visual field marks: small body, long straight bill, long straight tail, fuller tail, rich green plumage, blue throat, red bill, and golden-green upperparts.",descriptor_variant,11,needs_normalization|shared_variant_descriptor
372,64,Broad-billed Hummingbird (Adult Male),Broad-billed Hummingbird,1,"a close-up bird photo of a Broad-billed Hummingbird (Adult Male) showing small body, long straight bill, long straight tail, fuller tail, rich green plumage, blue throat, red bill, and golden-green upperparts.",descriptor_variant,11,needs_normalization|shared_variant_descriptor
372,64,Broad-billed Hummingbird (Adult Male),Broad-billed Hummingbird,2,"a fine-grained ID photo of a Broad-billed Hummingbird (Adult Male), with small body, long straight bill, long straight tail, fuller tail, rich green plumage, blue throat, red bill, and golden-green upperparts.",descriptor_variant,11,needs_normalization|shared_variant_descriptor
373,65,Ruby-throated Hummingbird (Adult Male),Ruby-throated Hummingbird,0,"a field guide photograph of a Ruby-throated Hummingbird (Adult Male); visual field marks: small slender body, downcurved bill, short wings, golden-green back, gray-white underparts, and iridescent red throat.",descriptor_variant,6,needs_normalization|shared_variant_descriptor
373,65,Ruby-throated Hummingbird (Adult Male),Ruby-throated Hummingbird,1,"a close-up bird photo of a Ruby-throated Hummingbird (Adult Male) showing small slender body, downcurved bill, short wings, golden-green back, gray-white underparts, and iridescent red throat.",descriptor_variant,6,needs_normalization|shared_variant_descriptor
373,65,Ruby-throated Hummingbird (Adult Male),Ruby-throated Hummingbird,2,"a fine-grained ID photo of a Ruby-throated Hummingbird (Adult Male), with small slender body, downcurved bill, short wings, golden-green back, gray-white underparts, and iridescent red throat.",descriptor_variant,6,needs_normalization|shared_variant_descriptor
374,66,Black-chinned Hummingbird (Adult Male),Black-chinned Hummingbird,0,"a field guide photograph of a Black-chinned Hummingbird (Adult Male); visual field marks: small slender body, straight bill, green upperparts, dull grayish-white underparts, black throat, thin iridescent purple plumage, pale throat, and dull metallic green plumage.",descriptor_variant,8,needs_normalization|shared_variant_descriptor
374,66,Black-chinned Hummingbird (Adult Male),Black-chinned Hummingbird,1,"a close-up bird photo of a Black-chinned Hummingbird (Adult Male) showing small slender body, straight bill, green upperparts, dull grayish-white underparts, black throat, thin iridescent purple plumage, pale throat, and dull metallic green plumage.",descriptor_variant,8,needs_normalization|shared_variant_descriptor
374,66,Black-chinned Hummingbird (Adult Male),Black-chinned Hummingbird,2,"a fine-grained ID photo of a Black-chinned Hummingbird (Adult Male), with small slender body, straight bill, green upperparts, dull grayish-white underparts, black throat, thin iridescent purple plumage, pale throat, and dull metallic green plumage.",descriptor_variant,8,needs_normalization|shared_variant_descriptor
375,67,Anna's Hummingbird (Adult Male),Anna's Hummingbird,0,"a field guide photograph of a Anna's Hummingbird (Adult Male); visual field marks: tiny among body, medium-sized body, stocky body, broad tail, and green plumage.",descriptor_variant,5,needs_normalization|shared_variant_descriptor
375,67,Anna's Hummingbird (Adult Male),Anna's Hummingbird,1,"a close-up bird photo of a Anna's Hummingbird (Adult Male) showing tiny among body, medium-sized body, stocky body, broad tail, and green plumage.",descriptor_variant,5,needs_normalization|shared_variant_descriptor
375,67,Anna's Hummingbird (Adult Male),Anna's Hummingbird,2,"a fine-grained ID photo of a Anna's Hummingbird (Adult Male), with tiny among body, medium-sized body, stocky body, broad tail, and green plumage.",descriptor_variant,5,needs_normalization|shared_variant_descriptor
376,68,Costa's Hummingbird (Adult Male),Costa's Hummingbird,0,"a field guide photograph of a Costa's Hummingbird (Adult Male); visual field marks: small compact body, short tail, short wings, iridescent purple crown, green back, green vest, greenish upperparts, and white eyebrow.",descriptor_variant,10,needs_normalization|shared_variant_descriptor
376,68,Costa's Hummingbird (Adult Male),Costa's Hummingbird,1,"a close-up bird photo of a Costa's Hummingbird (Adult Male) showing small compact body, short tail, short wings, iridescent purple crown, green back, green vest, greenish upperparts, and white eyebrow.",descriptor_variant,10,needs_normalization|shared_variant_descriptor
376,68,Costa's Hummingbird (Adult Male),Costa's Hummingbird,2,"a fine-grained ID photo of a Costa's Hummingbird (Adult Male), with small compact body, short tail, short wings, iridescent purple crown, green back, green vest, greenish upperparts, and white eyebrow.",descriptor_variant,10,needs_normalization|shared_variant_descriptor
377,69,Calliope Hummingbird (Adult Male),Calliope Hummingbird,0,"a field guide photograph of a Calliope Hummingbird (Adult Male); visual field marks: small even body, short tail, short wings, short body, greenish upperparts, and greenish underparts.",descriptor_variant,6,needs_normalization|shared_variant_descriptor
377,69,Calliope Hummingbird (Adult Male),Calliope Hummingbird,1,"a close-up bird photo of a Calliope Hummingbird (Adult Male) showing small even body, short tail, short wings, short body, greenish upperparts, and greenish underparts.",descriptor_variant,6,needs_normalization|shared_variant_descriptor
377,69,Calliope Hummingbird (Adult Male),Calliope Hummingbird,2,"a fine-grained ID photo of a Calliope Hummingbird (Adult Male), with small even body, short tail, short wings, short body, greenish upperparts, and greenish underparts.",descriptor_variant,6,needs_normalization|shared_variant_descriptor
378,70,Broad-tailed Hummingbird (Adult Male),Broad-tailed Hummingbird,0,"a field guide photograph of a Broad-tailed Hummingbird (Adult Male); visual field marks: broad tail, medium-sized body, slender body, big head, long straight bill, iridescent green upperparts, greenish buffy flank, and white chest.",descriptor_variant,14,needs_normalization|shared_variant_descriptor
378,70,Broad-tailed Hummingbird (Adult Male),Broad-tailed Hummingbird,1,"a close-up bird photo of a Broad-tailed Hummingbird (Adult Male) showing broad tail, medium-sized body, slender body, big head, long straight bill, iridescent green upperparts, greenish buffy flank, and white chest.",descriptor_variant,14,needs_normalization|shared_variant_descriptor
378,70,Broad-tailed Hummingbird (Adult Male),Broad-tailed Hummingbird,2,"a fine-grained ID photo of a Broad-tailed Hummingbird (Adult Male), with broad tail, medium-sized body, slender body, big head, long straight bill, iridescent green upperparts, greenish buffy flank, and white chest.",descriptor_variant,14,needs_normalization|shared_variant_descriptor
379,71,Rufous Hummingbird (Adult Male),Rufous Hummingbird,0,"a field guide photograph of a Rufous Hummingbird (Adult Male); visual field marks: small body, slender body, straight bill, straight tail, rufous plumage, bright orange back, bright orange belly, and iridescent-red throat.",descriptor_variant,14,needs_normalization|shared_variant_descriptor
379,71,Rufous Hummingbird (Adult Male),Rufous Hummingbird,1,"a close-up bird photo of a Rufous Hummingbird (Adult Male) showing small body, slender body, straight bill, straight tail, rufous plumage, bright orange back, bright orange belly, and iridescent-red throat.",descriptor_variant,14,needs_normalization|shared_variant_descriptor
379,71,Rufous Hummingbird (Adult Male),Rufous Hummingbird,2,"a fine-grained ID photo of a Rufous Hummingbird (Adult Male), with small body, slender body, straight bill, straight tail, rufous plumage, bright orange back, bright orange belly, and iridescent-red throat.",descriptor_variant,14,needs_normalization|shared_variant_descriptor
380,72,Allen's Hummingbird (Adult Male),Allen's Hummingbird,0,"a field guide photograph of a Allen's Hummingbird (Adult Male); visual field marks: small compact body, stocky body, long head, coppery orange plumage, green plumage, bronze-green upperparts, and small patch.",descriptor_variant,7,needs_normalization|shared_variant_descriptor
380,72,Allen's Hummingbird (Adult Male),Allen's Hummingbird,1,"a close-up bird photo of a Allen's Hummingbird (Adult Male) showing small compact body, stocky body, long head, coppery orange plumage, green plumage, bronze-green upperparts, and small patch.",descriptor_variant,7,needs_normalization|shared_variant_descriptor
380,72,Allen's Hummingbird (Adult Male),Allen's Hummingbird,2,"a fine-grained ID photo of a Allen's Hummingbird (Adult Male), with small compact body, stocky body, long head, coppery orange plumage, green plumage, bronze-green upperparts, and small patch.",descriptor_variant,7,needs_normalization|shared_variant_descriptor
381,73,Red-headed Woodpecker (Adult),Red-headed Woodpecker,0,"a field guide photograph of a Red-headed Woodpecker (Adult); visual field marks: medium-sized body, large body, rounded head, rounded tail, spike-like bill, bright-red head, white underparts, and black back.",descriptor_variant,14,needs_normalization|shared_variant_descriptor
381,73,Red-headed Woodpecker (Adult),Red-headed Woodpecker,1,"a close-up bird photo of a Red-headed Woodpecker (Adult) showing medium-sized body, large body, rounded head, rounded tail, spike-like bill, bright-red head, white underparts, and black back.",descriptor_variant,14,needs_normalization|shared_variant_descriptor
381,73,Red-headed Woodpecker (Adult),Red-headed Woodpecker,2,"a fine-grained ID photo of a Red-headed Woodpecker (Adult), with medium-sized body, large body, rounded head, rounded tail, spike-like bill, bright-red head, white underparts, and black back.",descriptor_variant,14,needs_normalization|shared_variant_descriptor
382,74,Northern Flicker (Yellow-shafted),Northern Flicker,0,"a field guide photograph of a Northern Flicker (Yellow-shafted); visual field marks: large body, slim body, rounded head, downcurved bill, downcurved tail, brownish plumage, white rump, and red plumage.",descriptor_variant,11,needs_normalization|shared_variant_descriptor
382,74,Northern Flicker (Yellow-shafted),Northern Flicker,1,"a close-up bird photo of a Northern Flicker (Yellow-shafted) showing large body, slim body, rounded head, downcurved bill, downcurved tail, brownish plumage, white rump, and red plumage.",descriptor_variant,11,needs_normalization|shared_variant_descriptor
382,74,Northern Flicker (Yellow-shafted),Northern Flicker,2,"a fine-grained ID photo of a Northern Flicker (Yellow-shafted), with large body, slim body, rounded head, downcurved bill, downcurved tail, brownish plumage, white rump, and red plumage.",descriptor_variant,11,needs_normalization|shared_variant_descriptor
392,75,Black Guillemot (Breeding),Black Guillemot,0,"a field guide photograph of a Black Guillemot (Breeding); visual field marks: medium-sized seabird body, heavy body, pointed wings, small head, short neck, deep black plumage, large white patches, and black border.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
392,75,Black Guillemot (Breeding),Black Guillemot,1,"a close-up bird photo of a Black Guillemot (Breeding) showing medium-sized seabird body, heavy body, pointed wings, small head, short neck, deep black plumage, large white patches, and black border.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
392,75,Black Guillemot (Breeding),Black Guillemot,2,"a fine-grained ID photo of a Black Guillemot (Breeding), with medium-sized seabird body, heavy body, pointed wings, small head, short neck, deep black plumage, large white patches, and black border.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
393,76,Pigeon Guillemot (Breeding),Pigeon Guillemot,0,"a field guide photograph of a Pigeon Guillemot (Breeding); visual field marks: medium-sized seabird body, small head, medium-length sharply pointed bill, narrow body, dark brown plumage, dark underwing feathers, white patches, and dark upperwing feathers.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
393,76,Pigeon Guillemot (Breeding),Pigeon Guillemot,1,"a close-up bird photo of a Pigeon Guillemot (Breeding) showing medium-sized seabird body, small head, medium-length sharply pointed bill, narrow body, dark brown plumage, dark underwing feathers, white patches, and dark upperwing feathers.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
393,76,Pigeon Guillemot (Breeding),Pigeon Guillemot,2,"a fine-grained ID photo of a Pigeon Guillemot (Breeding), with medium-sized seabird body, small head, medium-length sharply pointed bill, narrow body, dark brown plumage, dark underwing feathers, white patches, and dark upperwing feathers.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
394,77,Black-legged Kittiwake (Adult),Black-legged Kittiwake,0,"a field guide photograph of a Black-legged Kittiwake (Adult); visual field marks: small plump belly, pale gray upperparts, neat black wingtips, clean white underparts, yellow bill, white plumage, gray black collar, and black tail.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
394,77,Black-legged Kittiwake (Adult),Black-legged Kittiwake,1,"a close-up bird photo of a Black-legged Kittiwake (Adult) showing small plump belly, pale gray upperparts, neat black wingtips, clean white underparts, yellow bill, white plumage, gray black collar, and black tail.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
394,77,Black-legged Kittiwake (Adult),Black-legged Kittiwake,2,"a fine-grained ID photo of a Black-legged Kittiwake (Adult), with small plump belly, pale gray upperparts, neat black wingtips, clean white underparts, yellow bill, white plumage, gray black collar, and black tail.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
395,78,Laughing Gull (Breeding),Laughing Gull,0,"a field guide photograph of a Laughing Gull (Breeding); visual field marks: medium-sized body, long wings, long legs, long bill, medium gray upperparts, white underparts, crisp black hood, and reddish bill.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
395,78,Laughing Gull (Breeding),Laughing Gull,1,"a close-up bird photo of a Laughing Gull (Breeding) showing medium-sized body, long wings, long legs, long bill, medium gray upperparts, white underparts, crisp black hood, and reddish bill.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
395,78,Laughing Gull (Breeding),Laughing Gull,2,"a fine-grained ID photo of a Laughing Gull (Breeding), with medium-sized body, long wings, long legs, long bill, medium gray upperparts, white underparts, crisp black hood, and reddish bill.",descriptor_variant,9,needs_normalization|shared_variant_descriptor
396,79,Heermann's Gull (Adult),Heermann's Gull,0,"a field guide photograph of a Heermann's Gull (Adult); visual field marks: medium-sized body, long wings, rounded head, long bill, dark gray upperparts, gray underparts, white head, and black legs.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
396,79,Heermann's Gull (Adult),Heermann's Gull,1,"a close-up bird photo of a Heermann's Gull (Adult) showing medium-sized body, long wings, rounded head, long bill, dark gray upperparts, gray underparts, white head, and black legs.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
396,79,Heermann's Gull (Adult),Heermann's Gull,2,"a fine-grained ID photo of a Heermann's Gull (Adult), with medium-sized body, long wings, rounded head, long bill, dark gray upperparts, gray underparts, white head, and black legs.",descriptor_variant,12,needs_normalization|shared_variant_descriptor
397,80,Ring-billed Gull (Adult),Ring-billed Gull,0,"a field guide photograph of a Ring-billed Gull (Adult); visual field marks: slim bill, clean gray upperparts, white head, white body, white tail, black wingtips, white plumage, and yellow legs.",descriptor_variant,13,needs_normalization|shared_variant_descriptor
397,80,Ring-billed Gull (Adult),Ring-billed Gull,1,"a close-up bird photo of a Ring-billed Gull (Adult) showing slim bill, clean gray upperparts, white head, white body, white tail, black wingtips, white plumage, and yellow legs.",descriptor_variant,13,needs_normalization|shared_variant_descriptor
397,80,Ring-billed Gull (Adult),Ring-billed Gull,2,"a fine-grained ID photo of a Ring-billed Gull (Adult), with slim bill, clean gray upperparts, white head, white body, white tail, black wingtips, white plumage, and yellow legs.",descriptor_variant,13,needs_normalization|shared_variant_descriptor
398,81,Western Gull (Adult),Western Gull,0,"a field guide photograph of a Western Gull (Adult); visual field marks: large heavy body, thick neck, large head, heavy bill, white black back, white-and-black upperwing feathers, black primary feathers, and yellow bill.",descriptor_variant,20,needs_normalization|shared_variant_descriptor
