raw_class_id,target,class_name,class_family,prompt_id,prompt,prompt_set,variant,external_trait_count,match_status,source_names,source_urls,licenses
498,138,Crested Caracara,Crested Caracara,2,a field guide photo of a Crested Caracara.,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Crested_caracara,CC BY-SA (Wikipedia text; verify page footer)
499,139,Merlin,Merlin,0,Merlin,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Merlin,CC BY-SA (Wikipedia text; verify page footer)
499,139,Merlin,Merlin,1,a photo of a Merlin.,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Merlin,CC BY-SA (Wikipedia text; verify page footer)
499,139,Merlin,Merlin,2,a field guide photo of a Merlin.,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Merlin,CC BY-SA (Wikipedia text; verify page footer)
500,140,Prairie Falcon,Prairie Falcon,0,Prairie Falcon,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Prairie_falcon,CC BY-SA (Wikipedia text; verify page footer)
500,140,Prairie Falcon,Prairie Falcon,1,a field guide photo of a Prairie Falcon.,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Prairie_falcon,CC BY-SA (Wikipedia text; verify page footer)
500,140,Prairie Falcon,Prairie Falcon,2,"a field guide photo of a Prairie Falcon, showing stocky body.",short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Prairie_falcon,CC BY-SA (Wikipedia text; verify page footer)
501,141,American Coot,American Coot,0,American Coot,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/American_coot,CC BY-SA (Wikipedia text; verify page footer)
501,141,American Coot,American Coot,1,a field guide photo of an American Coot.,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/American_coot,CC BY-SA (Wikipedia text; verify page footer)
501,141,American Coot,American Coot,2,"a field guide photo of an American Coot, showing white bill.",short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/American_coot,CC BY-SA (Wikipedia text; verify page footer)
502,142,Sandhill Crane,Sandhill Crane,0,Sandhill Crane,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Sandhill_crane,CC BY-SA (Wikipedia text; verify page footer)
502,142,Sandhill Crane,Sandhill Crane,1,a field guide photo of a Sandhill Crane.,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Sandhill_crane,CC BY-SA (Wikipedia text; verify page footer)
502,142,Sandhill Crane,Sandhill Crane,2,"a field guide photo of a Sandhill Crane, showing gray underparts.",short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Sandhill_crane,CC BY-SA (Wikipedia text; verify page footer)
503,143,Semipalmated Plover,Semipalmated Plover,0,Semipalmated Plover,short_variant_plus_external_traits,,5,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Semipalmated_plover,CC BY-SA (Wikipedia text; verify page footer)
503,143,Semipalmated Plover,Semipalmated Plover,1,a field guide photo of a Semipalmated Plover.,short_variant_plus_external_traits,,5,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Semipalmated_plover,CC BY-SA (Wikipedia text; verify page footer)
503,143,Semipalmated Plover,Semipalmated Plover,2,"a field guide photo of a Semipalmated Plover, showing brown back, brown cap, orange and black bill, white belly, and white breast.",short_variant_plus_external_traits,,5,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Semipalmated_plover,CC BY-SA (Wikipedia text; verify page footer)
504,144,Killdeer,Killdeer,0,Killdeer,short_variant_plus_external_traits,,6,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Killdeer,CC BY-SA (Wikipedia text; verify page footer)
504,144,Killdeer,Killdeer,1,a field guide photo of a Killdeer.,short_variant_plus_external_traits,,6,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Killdeer,CC BY-SA (Wikipedia text; verify page footer)
504,144,Killdeer,Killdeer,2,"a field guide photo of a Killdeer, showing black breast, dark bill, red eye, white wing, and eye ring.",short_variant_plus_external_traits,,6,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Killdeer,CC BY-SA (Wikipedia text; verify page footer)
505,145,American Oystercatcher,American Oystercatcher,0,American Oystercatcher,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/American_oystercatcher,CC BY-SA (Wikipedia text; verify page footer)
505,145,American Oystercatcher,American Oystercatcher,1,a field guide photo of an American Oystercatcher.,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/American_oystercatcher,CC BY-SA (Wikipedia text; verify page footer)
505,145,American Oystercatcher,American Oystercatcher,2,"a field guide photo of an American Oystercatcher, showing black and white plumage.",short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/American_oystercatcher,CC BY-SA (Wikipedia text; verify page footer)
506,146,Black Oystercatcher,Black Oystercatcher,0,Black Oystercatcher,short_variant_plus_external_traits,,3,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Black_oystercatcher,CC BY-SA (Wikipedia text; verify page footer)
506,146,Black Oystercatcher,Black Oystercatcher,1,a field guide photo of a Black Oystercatcher.,short_variant_plus_external_traits,,3,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Black_oystercatcher,CC BY-SA (Wikipedia text; verify page footer)
506,146,Black Oystercatcher,Black Oystercatcher,2,"a field guide photo of a Black Oystercatcher, showing black head, orange bill, and red eye.",short_variant_plus_external_traits,,3,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Black_oystercatcher,CC BY-SA (Wikipedia text; verify page footer)
507,147,Black-necked Stilt,Black-necked Stilt,0,Black-necked Stilt,short_variant_plus_external_traits,,2,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Black-necked_stilt,CC BY-SA (Wikipedia text; verify page footer)
507,147,Black-necked Stilt,Black-necked Stilt,1,a field guide photo of a Black-necked Stilt.,short_variant_plus_external_traits,,2,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Black-necked_stilt,CC BY-SA (Wikipedia text; verify page footer)
507,147,Black-necked Stilt,Black-necked Stilt,2,"a field guide photo of a Black-necked Stilt, showing black bill, and black wings.",short_variant_plus_external_traits,,2,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Black-necked_stilt,CC BY-SA (Wikipedia text; verify page footer)
508,148,American Avocet,American Avocet,0,American Avocet,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/American_avocet,CC BY-SA (Wikipedia text; verify page footer)
508,148,American Avocet,American Avocet,1,a field guide photo of an American Avocet.,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/American_avocet,CC BY-SA (Wikipedia text; verify page footer)
508,148,American Avocet,American Avocet,2,"a field guide photo of an American Avocet, showing rounded head.",short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/American_avocet,CC BY-SA (Wikipedia text; verify page footer)
509,149,Solitary Sandpiper,Solitary Sandpiper,0,Solitary Sandpiper,short_variant_plus_external_traits,,6,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Solitary_sandpiper,CC BY-SA (Wikipedia text; verify page footer)
509,149,Solitary Sandpiper,Solitary Sandpiper,1,a field guide photo of a Solitary Sandpiper.,short_variant_plus_external_traits,,6,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Solitary_sandpiper,CC BY-SA (Wikipedia text; verify page footer)
509,149,Solitary Sandpiper,Solitary Sandpiper,2,"a field guide photo of a Solitary Sandpiper, showing brown wings, dark rump, green back, white rump, and white underparts.",short_variant_plus_external_traits,,6,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Solitary_sandpiper,CC BY-SA (Wikipedia text; verify page footer)
510,150,Greater Yellowlegs,Greater Yellowlegs,0,Greater Yellowlegs,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Greater_yellowlegs,CC BY-SA (Wikipedia text; verify page footer)
510,150,Greater Yellowlegs,Greater Yellowlegs,1,a field guide photo of a Greater Yellowlegs.,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Greater_yellowlegs,CC BY-SA (Wikipedia text; verify page footer)
510,150,Greater Yellowlegs,Greater Yellowlegs,2,"a field guide photo of a Greater Yellowlegs, showing dark bill.",short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Greater_yellowlegs,CC BY-SA (Wikipedia text; verify page footer)
511,151,Willet,Willet,0,Willet,short_variant_plus_external_traits,,4,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Willet,CC BY-SA (Wikipedia text; verify page footer)
511,151,Willet,Willet,1,a field guide photo of a Willet.,short_variant_plus_external_traits,,4,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Willet,CC BY-SA (Wikipedia text; verify page footer)
511,151,Willet,Willet,2,"a field guide photo of a Willet, showing gray tail, white rump, whitish eye, and eye ring.",short_variant_plus_external_traits,,4,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Willet,CC BY-SA (Wikipedia text; verify page footer)
512,152,Lesser Yellowlegs,Lesser Yellowlegs,0,Lesser Yellowlegs,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Lesser_yellowlegs,CC BY-SA (Wikipedia text; verify page footer)
512,152,Lesser Yellowlegs,Lesser Yellowlegs,1,a photo of a Lesser Yellowlegs.,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Lesser_yellowlegs,CC BY-SA (Wikipedia text; verify page footer)
512,152,Lesser Yellowlegs,Lesser Yellowlegs,2,a field guide photo of a Lesser Yellowlegs.,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Lesser_yellowlegs,CC BY-SA (Wikipedia text; verify page footer)
513,153,Whimbrel,Whimbrel,0,Whimbrel,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Whimbrel,CC BY-SA (Wikipedia text; verify page footer)
513,153,Whimbrel,Whimbrel,1,a photo of a Whimbrel.,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Whimbrel,CC BY-SA (Wikipedia text; verify page footer)
513,153,Whimbrel,Whimbrel,2,a field guide photo of a Whimbrel.,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Whimbrel,CC BY-SA (Wikipedia text; verify page footer)
514,154,Long-billed Curlew,Long-billed Curlew,0,Long-billed Curlew,short_variant_plus_external_traits,,3,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Long-billed_curlew,CC BY-SA (Wikipedia text; verify page footer)
514,154,Long-billed Curlew,Long-billed Curlew,1,a field guide photo of a Long-billed Curlew.,short_variant_plus_external_traits,,3,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Long-billed_curlew,CC BY-SA (Wikipedia text; verify page footer)
514,154,Long-billed Curlew,Long-billed Curlew,2,"a field guide photo of a Long-billed Curlew, showing small head, long bill, and long neck.",short_variant_plus_external_traits,,3,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Long-billed_curlew,CC BY-SA (Wikipedia text; verify page footer)
515,155,Marbled Godwit,Marbled Godwit,0,Marbled Godwit,short_variant_plus_external_traits,,4,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Marbled_godwit,CC BY-SA (Wikipedia text; verify page footer)
515,155,Marbled Godwit,Marbled Godwit,1,a field guide photo of a Marbled Godwit.,short_variant_plus_external_traits,,4,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Marbled_godwit,CC BY-SA (Wikipedia text; verify page footer)
515,155,Marbled Godwit,Marbled Godwit,2,"a field guide photo of a Marbled Godwit, showing cinnamon wing, pink bill, large bill, and long neck.",short_variant_plus_external_traits,,4,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Marbled_godwit,CC BY-SA (Wikipedia text; verify page footer)
516,156,Ruddy Turnstone,Ruddy Turnstone,0,Ruddy Turnstone,short_variant_plus_external_traits,,6,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Ruddy_turnstone,CC BY-SA (Wikipedia text; verify page footer)
516,156,Ruddy Turnstone,Ruddy Turnstone,1,a field guide photo of a Ruddy Turnstone.,short_variant_plus_external_traits,,6,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Ruddy_turnstone,CC BY-SA (Wikipedia text; verify page footer)
516,156,Ruddy Turnstone,Ruddy Turnstone,2,"a field guide photo of a Ruddy Turnstone, showing white wingbar, brown head, brown upperparts, dark head, and wingbar.",short_variant_plus_external_traits,,6,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Ruddy_turnstone,CC BY-SA (Wikipedia text; verify page footer)
517,157,Black Turnstone,Black Turnstone,0,Black Turnstone,short_variant_plus_external_traits,,5,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Black_turnstone,CC BY-SA (Wikipedia text; verify page footer)
517,157,Black Turnstone,Black Turnstone,1,a field guide photo of a Black Turnstone.,short_variant_plus_external_traits,,5,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Black_turnstone,CC BY-SA (Wikipedia text; verify page footer)
517,157,Black Turnstone,Black Turnstone,2,"a field guide photo of a Black Turnstone, showing white wingbar, black bill, black head, white tail, and wingbar.",short_variant_plus_external_traits,,5,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Black_turnstone,CC BY-SA (Wikipedia text; verify page footer)
518,158,Surfbird,Surfbird,0,Surfbird,short_variant_plus_external_traits,,6,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Surfbird,CC BY-SA (Wikipedia text; verify page footer)
518,158,Surfbird,Surfbird,1,a field guide photo of a Surfbird.,short_variant_plus_external_traits,,6,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Surfbird,CC BY-SA (Wikipedia text; verify page footer)
518,158,Surfbird,Surfbird,2,"a field guide photo of a Surfbird, showing brownish head, dark bill, white rump, white underparts, and large sandpiper.",short_variant_plus_external_traits,,6,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Surfbird,CC BY-SA (Wikipedia text; verify page footer)
519,159,Semipalmated Sandpiper,Semipalmated Sandpiper,0,Semipalmated Sandpiper,short_variant_plus_external_traits,,2,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Semipalmated_sandpiper,CC BY-SA (Wikipedia text; verify page footer)
519,159,Semipalmated Sandpiper,Semipalmated Sandpiper,1,a field guide photo of a Semipalmated Sandpiper.,short_variant_plus_external_traits,,2,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Semipalmated_sandpiper,CC BY-SA (Wikipedia text; verify page footer)
519,159,Semipalmated Sandpiper,Semipalmated Sandpiper,2,"a field guide photo of a Semipalmated Sandpiper, showing dark bill, and small sandpiper.",short_variant_plus_external_traits,,2,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Semipalmated_sandpiper,CC BY-SA (Wikipedia text; verify page footer)
520,160,Western Sandpiper,Western Sandpiper,0,Western Sandpiper,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Western_sandpiper,CC BY-SA (Wikipedia text; verify page footer)
520,160,Western Sandpiper,Western Sandpiper,1,a field guide photo of a Western Sandpiper.,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Western_sandpiper,CC BY-SA (Wikipedia text; verify page footer)
520,160,Western Sandpiper,Western Sandpiper,2,"a field guide photo of a Western Sandpiper, showing dark bill.",short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Western_sandpiper,CC BY-SA (Wikipedia text; verify page footer)
521,161,Least Sandpiper,Least Sandpiper,0,Least Sandpiper,short_variant_plus_external_traits,,3,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Least_sandpiper,CC BY-SA (Wikipedia text; verify page footer)
521,161,Least Sandpiper,Least Sandpiper,1,a field guide photo of a Least Sandpiper.,short_variant_plus_external_traits,,3,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Least_sandpiper,CC BY-SA (Wikipedia text; verify page footer)
521,161,Least Sandpiper,Least Sandpiper,2,"a field guide photo of a Least Sandpiper, showing dark bill, dark crown, and wingbar.",short_variant_plus_external_traits,,3,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Least_sandpiper,CC BY-SA (Wikipedia text; verify page footer)
522,162,Short-billed Dowitcher,Short-billed Dowitcher,0,Short-billed Dowitcher,short_variant_plus_external_traits,,2,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Short-billed_dowitcher,CC BY-SA (Wikipedia text; verify page footer)
522,162,Short-billed Dowitcher,Short-billed Dowitcher,1,a field guide photo of a Short-billed Dowitcher.,short_variant_plus_external_traits,,2,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Short-billed_dowitcher,CC BY-SA (Wikipedia text; verify page footer)
522,162,Short-billed Dowitcher,Short-billed Dowitcher,2,"a field guide photo of a Short-billed Dowitcher, showing reddish belly, and white belly.",short_variant_plus_external_traits,,2,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Short-billed_dowitcher,CC BY-SA (Wikipedia text; verify page footer)
523,163,Wilson's Snipe,Wilson's Snipe,0,Wilson's Snipe,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Wilson's_snipe,CC BY-SA (Wikipedia text; verify page footer)
523,163,Wilson's Snipe,Wilson's Snipe,1,a field guide photo of a Wilson's Snipe.,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Wilson's_snipe,CC BY-SA (Wikipedia text; verify page footer)
523,163,Wilson's Snipe,Wilson's Snipe,2,"a field guide photo of a Wilson's Snipe, showing dark bill.",short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Wilson's_snipe,CC BY-SA (Wikipedia text; verify page footer)
524,164,American Woodcock,American Woodcock,0,American Woodcock,short_variant_plus_external_traits,,2,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/American_woodcock,CC BY-SA (Wikipedia text; verify page footer)
524,164,American Woodcock,American Woodcock,1,a field guide photo of an American Woodcock.,short_variant_plus_external_traits,,2,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/American_woodcock,CC BY-SA (Wikipedia text; verify page footer)
524,164,American Woodcock,American Woodcock,2,"a field guide photo of an American Woodcock, showing gray plumage, and rounded head.",short_variant_plus_external_traits,,2,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/American_woodcock,CC BY-SA (Wikipedia text; verify page footer)
525,165,Rock Pigeon,Rock Pigeon,0,Rock Pigeon,short_variant_plus_external_traits,,4,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Rock_dove,CC BY-SA (Wikipedia text; verify page footer)
525,165,Rock Pigeon,Rock Pigeon,1,a field guide photo of a Rock Pigeon.,short_variant_plus_external_traits,,4,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Rock_dove,CC BY-SA (Wikipedia text; verify page footer)
525,165,Rock Pigeon,Rock Pigeon,2,"a field guide photo of a Rock Pigeon, showing white back, white eye, eye ring, and short tail.",short_variant_plus_external_traits,,4,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Rock_dove,CC BY-SA (Wikipedia text; verify page footer)
526,166,Band-tailed Pigeon,Band-tailed Pigeon,0,Band-tailed Pigeon,short_variant_plus_external_traits,,2,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Band-tailed_pigeon,CC BY-SA (Wikipedia text; verify page footer)
526,166,Band-tailed Pigeon,Band-tailed Pigeon,1,a field guide photo of a Band-tailed Pigeon.,short_variant_plus_external_traits,,2,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Band-tailed_pigeon,CC BY-SA (Wikipedia text; verify page footer)
526,166,Band-tailed Pigeon,Band-tailed Pigeon,2,"a field guide photo of a Band-tailed Pigeon, showing gray breast, and yellow bill.",short_variant_plus_external_traits,,2,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Band-tailed_pigeon,CC BY-SA (Wikipedia text; verify page footer)
527,167,Eurasian Collared-Dove,Eurasian Collared-Dove,0,Eurasian Collared-Dove,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Eurasian_collared_dove,CC BY-SA (Wikipedia text; verify page footer)
527,167,Eurasian Collared-Dove,Eurasian Collared-Dove,1,a field guide photo of an Eurasian Collared-Dove.,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Eurasian_collared_dove,CC BY-SA (Wikipedia text; verify page footer)
527,167,Eurasian Collared-Dove,Eurasian Collared-Dove,2,"a field guide photo of an Eurasian Collared-Dove, showing white eye.",short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Eurasian_collared_dove,CC BY-SA (Wikipedia text; verify page footer)
528,168,White-winged Dove,White-winged Dove,0,White-winged Dove,short_variant_plus_external_traits,,6,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/White-winged_dove,CC BY-SA (Wikipedia text; verify page footer)
528,168,White-winged Dove,White-winged Dove,1,a field guide photo of a White-winged Dove.,short_variant_plus_external_traits,,6,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/White-winged_dove,CC BY-SA (Wikipedia text; verify page footer)
528,168,White-winged Dove,White-winged Dove,2,"a field guide photo of a White-winged Dove, showing black neck, blue eye, white wing, medium-sized bird, and eye ring.",short_variant_plus_external_traits,,6,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/White-winged_dove,CC BY-SA (Wikipedia text; verify page footer)
529,169,Mourning Dove,Mourning Dove,0,Mourning Dove,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Mourning_dove,CC BY-SA (Wikipedia text; verify page footer)
529,169,Mourning Dove,Mourning Dove,1,a photo of a Mourning Dove.,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Mourning_dove,CC BY-SA (Wikipedia text; verify page footer)
529,169,Mourning Dove,Mourning Dove,2,a field guide photo of a Mourning Dove.,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Mourning_dove,CC BY-SA (Wikipedia text; verify page footer)
530,170,Inca Dove,Inca Dove,0,Inca Dove,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Inca_dove,CC BY-SA (Wikipedia text; verify page footer)
530,170,Inca Dove,Inca Dove,1,a photo of an Inca Dove.,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Inca_dove,CC BY-SA (Wikipedia text; verify page footer)
530,170,Inca Dove,Inca Dove,2,a field guide photo of an Inca Dove.,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Inca_dove,CC BY-SA (Wikipedia text; verify page footer)
531,171,Common Ground-Dove,Common Ground-Dove,0,Common Ground-Dove,short_variant_plus_external_traits,,3,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Common_ground_dove,CC BY-SA (Wikipedia text; verify page footer)
531,171,Common Ground-Dove,Common Ground-Dove,1,a field guide photo of a Common Ground-Dove.,short_variant_plus_external_traits,,3,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Common_ground_dove,CC BY-SA (Wikipedia text; verify page footer)
531,171,Common Ground-Dove,Common Ground-Dove,2,"a field guide photo of a Common Ground-Dove, showing brown underparts, chestnut tail, and small bird.",short_variant_plus_external_traits,,3,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Common_ground_dove,CC BY-SA (Wikipedia text; verify page footer)
532,172,Monk Parakeet,Monk Parakeet,0,Monk Parakeet,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Monk_parakeet,CC BY-SA (Wikipedia text; verify page footer)
532,172,Monk Parakeet,Monk Parakeet,1,a field guide photo of a Monk Parakeet.,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Monk_parakeet,CC BY-SA (Wikipedia text; verify page footer)
532,172,Monk Parakeet,Monk Parakeet,2,"a field guide photo of a Monk Parakeet, showing green upperparts.",short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Monk_parakeet,CC BY-SA (Wikipedia text; verify page footer)
533,173,Yellow-billed Cuckoo,Yellow-billed Cuckoo,0,Yellow-billed Cuckoo,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Yellow-billed_cuckoo,CC BY-SA (Wikipedia text; verify page footer)
533,173,Yellow-billed Cuckoo,Yellow-billed Cuckoo,1,a field guide photo of a Yellow-billed Cuckoo.,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Yellow-billed_cuckoo,CC BY-SA (Wikipedia text; verify page footer)
533,173,Yellow-billed Cuckoo,Yellow-billed Cuckoo,2,"a field guide photo of a Yellow-billed Cuckoo, showing long tail.",short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Yellow-billed_cuckoo,CC BY-SA (Wikipedia text; verify page footer)
534,174,Black-billed Cuckoo,Black-billed Cuckoo,0,Black-billed Cuckoo,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Black-billed_cuckoo,CC BY-SA (Wikipedia text; verify page footer)
534,174,Black-billed Cuckoo,Black-billed Cuckoo,1,a field guide photo of a Black-billed Cuckoo.,short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Black-billed_cuckoo,CC BY-SA (Wikipedia text; verify page footer)
534,174,Black-billed Cuckoo,Black-billed Cuckoo,2,"a field guide photo of a Black-billed Cuckoo, showing brown tail.",short_variant_plus_external_traits,,1,matched_with_traits,wikipedia,https://en.wikipedia.org/wiki/Black-billed_cuckoo,CC BY-SA (Wikipedia text; verify page footer)
535,175,Greater Roadrunner,Greater Roadrunner,0,Greater Roadrunner,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Greater_roadrunner,CC BY-SA (Wikipedia text; verify page footer)
535,175,Greater Roadrunner,Greater Roadrunner,1,a photo of a Greater Roadrunner.,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Greater_roadrunner,CC BY-SA (Wikipedia text; verify page footer)
535,175,Greater Roadrunner,Greater Roadrunner,2,a field guide photo of a Greater Roadrunner.,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Greater_roadrunner,CC BY-SA (Wikipedia text; verify page footer)
536,176,Barn Owl,Barn Owl,0,Barn Owl,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Barn_owl,CC BY-SA (Wikipedia text; verify page footer)
536,176,Barn Owl,Barn Owl,1,a photo of a Barn Owl.,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Barn_owl,CC BY-SA (Wikipedia text; verify page footer)
536,176,Barn Owl,Barn Owl,2,a field guide photo of a Barn Owl.,external_traits_fallback,,0,matched_without_traits,wikipedia,https://en.wikipedia.org/wiki/Barn_owl,CC BY-SA (Wikipedia text; verify page footer)
